alpha_level,fold,RMSE,Sulci,beta,Model
0.1,26.0,5.996302749095239,prcus-a,0.0,"Lasso(alpha=0.1, max_iter=10000)"
0.1,26.0,5.996302749095239,ifrms,-2.1577020073733366,"Lasso(alpha=0.1, max_iter=10000)"
0.1,26.0,5.996302749095239,sspls-v,1.5487852874638715,"Lasso(alpha=0.1, max_iter=10000)"
0.1,27.0,5.998174804305958,mcgs,0.638931444555869,"Lasso(alpha=0.1, max_iter=10000)"
0.1,27.0,5.998174804305958,pos,0.0,"Lasso(alpha=0.1, max_iter=10000)"
0.1,27.0,5.998174804305958,sbps,-1.7055003840912166,"Lasso(alpha=0.1, max_iter=10000)"
0.1,27.0,5.998174804305958,prculs-d,-0.16240576637238135,"Lasso(alpha=0.1, max_iter=10000)"
0.1,27.0,5.998174804305958,prcus-p,1.9306381222341868,"Lasso(alpha=0.1, max_iter=10000)"
0.1,27.0,5.998174804305958,prcus-i,-0.29097290958269656,"Lasso(alpha=0.1, max_iter=10000)"
0.1,27.0,5.998174804305958,prcus-a,0.0535328863184108,"Lasso(alpha=0.1, max_iter=10000)"
0.1,27.0,5.998174804305958,ifrms,-2.081766171108027,"Lasso(alpha=0.1, max_iter=10000)"
0.1,27.0,5.998174804305958,sspls-v,1.5030306395471922,"Lasso(alpha=0.1, max_iter=10000)"
0.1,28.0,6.049579498869639,mcgs,0.5238257000288339,"Lasso(alpha=0.1, max_iter=10000)"
0.1,28.0,6.049579498869639,pos,-0.0,"Lasso(alpha=0.1, max_iter=10000)"
0.1,28.0,6.049579498869639,sbps,-1.6615548243597364,"Lasso(alpha=0.1, max_iter=10000)"
0.1,28.0,6.049579498869639,prculs-d,-0.17622760319492875,"Lasso(alpha=0.1, max_iter=10000)"
0.1,28.0,6.049579498869639,prcus-p,1.948694219876324,"Lasso(alpha=0.1, max_iter=10000)"
0.1,28.0,6.049579498869639,prcus-i,-0.3095014440611865,"Lasso(alpha=0.1, max_iter=10000)"
0.1,28.0,6.049579498869639,prcus-a,0.0,"Lasso(alpha=0.1, max_iter=10000)"
0.1,28.0,6.049579498869639,ifrms,-2.0735015400835914,"Lasso(alpha=0.1, max_iter=10000)"
0.1,28.0,6.049579498869639,sspls-v,1.4657739491614636,"Lasso(alpha=0.1, max_iter=10000)"
0.1,29.0,6.027005997155591,mcgs,0.5371802286974202,"Lasso(alpha=0.1, max_iter=10000)"
0.1,29.0,6.027005997155591,pos,-0.0,"Lasso(alpha=0.1, max_iter=10000)"
0.1,29.0,6.027005997155591,sbps,-1.6699726859835753,"Lasso(alpha=0.1, max_iter=10000)"
0.1,29.0,6.027005997155591,prculs-d,-0.15916432372373646,"Lasso(alpha=0.1, max_iter=10000)"
